Labelpropagation Algorithm, 250, 0.2, 0.7181832729864346
Labelpropagation Algorithm, 250, 0.1, 1.0
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.0
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.6, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 500, 0.2, 0.8275612084869952
Labelpropagation Algorithm, 500, 0.1, 0.9837637323929673
Labelpropagation Algorithm, 500, 0.30000000000000004, 0.8327152949060967
Labelpropagation Algorithm, 500, 0.4, 0.0
Labelpropagation Algorithm, 500, 0.5, 0.0
Labelpropagation Algorithm, 500, 0.6, 0.0
Labelpropagation Algorithm, 500, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 250, 0.1, 1.0
Labelpropagation Algorithm, 250, 0.2, 0.7853370804829116
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.0
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.6, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 500, 0.1, 0.9861891697122787
Labelpropagation Algorithm, 500, 0.2, 0.9660113048401888
Labelpropagation Algorithm, 500, 0.30000000000000004, 0.8056963947654588
Labelpropagation Algorithm, 500, 0.4, 0.0
Labelpropagation Algorithm, 500, 0.5, 0.0
Labelpropagation Algorithm, 500, 0.6, 0.0
Labelpropagation Algorithm, 500, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 250, 0.2, 0.957787117147038
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.643673251722072
Labelpropagation Algorithm, 250, 0.1, 0.9552392553111235
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.6, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 500, 0.2, 0.9761698299075873
Labelpropagation Algorithm, 500, 0.1, 1.0000000000000002
Labelpropagation Algorithm, 500, 0.30000000000000004, 0.8101798188573064
Labelpropagation Algorithm, 500, 0.4, 0.0
Labelpropagation Algorithm, 500, 0.6, 0.0
Labelpropagation Algorithm, 500, 0.5, 0.0
Labelpropagation Algorithm, 500, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 250, 0.1, 0.9477792753401777
Labelpropagation Algorithm, 250, 0.2, 0.8419385814146243
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.7508298683348821
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.6, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 500, 0.1, 0.9837637323929673
Labelpropagation Algorithm, 500, 0.2, 1.0
Labelpropagation Algorithm, 500, 0.30000000000000004, 0.8849564331494273
Labelpropagation Algorithm, 500, 0.4, 0.0
Labelpropagation Algorithm, 500, 0.5, 0.0
Labelpropagation Algorithm, 500, 0.6, 0.0
Labelpropagation Algorithm, 500, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 250, 0.1, 0.9050990249950944
Labelpropagation Algorithm, 250, 0.2, 1.0
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.7181832729864346
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.6, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 500, 0.1, 0.9840705211855967
Labelpropagation Algorithm, 500, 0.2, 0.9167290211373981
Labelpropagation Algorithm, 500, 0.30000000000000004, 0.9417623158123715
Labelpropagation Algorithm, 500, 0.4, 0.0
Labelpropagation Algorithm, 500, 0.5, 0.0
Labelpropagation Algorithm, 500, 0.6, 0.0
Labelpropagation Algorithm, 500, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 250, 0.1, 0.8981054814302826
Labelpropagation Algorithm, 250, 0.2, 0.957787117147038
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.5538867632692135
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.6, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 500, 0.1, 1.0000000000000002
Labelpropagation Algorithm, 500, 0.2, 0.9602377237924268
Labelpropagation Algorithm, 500, 0.30000000000000004, 0.8924349684638274
Labelpropagation Algorithm, 500, 0.4, 0.0
Labelpropagation Algorithm, 500, 0.5, 0.0
Labelpropagation Algorithm, 500, 0.6, 0.0
Labelpropagation Algorithm, 500, 0.7000000000000001, 0.0
Labelpropagation Algorithm, 250, 0.2, 0.8946014583446757
Labelpropagation Algorithm, 250, 0.30000000000000004, 0.0
Labelpropagation Algorithm, 250, 0.1, 1.0
Labelpropagation Algorithm, 250, 0.5, 0.0
Labelpropagation Algorithm, 250, 0.4, 0.0
Labelpropagation Algorithm, 250, 0.7000000000000001, 0.0
